10,968,400
14,960,700
12,964,400
20,114,700
17,078,200
14,965,400
11,001,800
12,964,800
19,950,400
17,952,000
15,196,200
10,974,900
13,961,800
14,958,700
15,956,000
19,068,100
17,952,500
14,024,300
14,940,100
15,953,300
22,981,600
17,064,200
18,949,500
13,982,000
12,057,400
11,007,700
21,940,600
12,964,900
14,976,800
14,064,700
13,964,400
19,944,200
14,012,600
15,064,400
10,967,000
17,951,600
19,946,800
12,964,800
11,964,500
13,962,700
13,962,900
15,953,000
8,938,900
14,962,100
19,978,700
14,970,200
20,945,400
12,965,300
12,969,500
18,948,900
11,968,900
15,993,200
8,975,100
14,951,300
16,950,700
20,204,200
22,921,100
15,009,700
11,008,700
15,957,800
15,914,100
17,068,300
15,044,500
14,958,800
19,018,400
19,950,800
17,123,500
12,965,800
16,202,500
19,236,300
13,963,000
16,915,700
9,972,500
12,966,400
10,971,400
19,068,500
12,120,100
11,967,800
11,968,600
15,957,400
12,965,000
13,966,200
16,950,400
16,952,400
17,076,400
12,964,800
23,054,300
10,969,600
16,953,300
20,944,200
11,963,700
16,213,400
17,951,600
11,089,200
18,223,100
20,943,600
16,958,100
9,973,500
16,951,000
13,991,100
17,951,400
17,953,800
18,944,800
15,955,200
17,954,800
20,943,000
20,942,600
17,950,200
11,957,200
10,969,600
18,947,700
17,014,700
20,051,000
20,058,500
19,128,500
12,961,300
12,964,800
19,946,000
18,060,800
17,916,300
21,947,600
20,944,100
10,974,900
15,084,000
18,964,800
17,950,000
19,942,400
16,950,500
14,950,800
14,964,200
15,998,000
19,945,900
16,954,900
21,019,300
17,966,500
16,952,600
17,276,500
11,967,900
8,971,600
20,960,400
17,954,800
17,944,000
17,057,500
10,928,300
16,932,500
20,959,300
20,047,400
