33,029,900
16,876,600
35,169,300
17,972,600
19,963,700
15,056,700
23,023,900
22,937,300
3,025,900
26,927,200
21,994,600
28,922,700
24,931,700
17,951,000
17,951,200
35,297,300
37,169,100
20,944,200
26,939,700
27,971,200
20,961,500
25,904,800
17,951,600
22,938,500
14,960,200
13,962,700
20,944,800
35,906,700
20,943,800
14,957,200
29,012,100
34,076,900
24,933,100
40,890,400
17,867,500
18,991,200
18,948,900
19,036,300
19,104,300
36,029,400
26,914,200
20,016,700
26,927,700
30,052,900
21,941,500
26,908,300
38,023,100
16,923,800
20,943,600
19,947,300
20,959,900
17,916,100
21,941,700
18,947,900
24,926,600
39,901,300
17,957,000
16,967,000
23,935,000
15,878,500
25,929,900
19,038,100
15,957,500
26,064,600
21,030,100
34,997,000
21,940,900
27,947,000
21,018,400
26,086,800
25,966,700
18,986,100
24,943,100
24,010,000
17,003,700
15,956,500
34,955,500
14,957,300
35,914,800
28,922,100
16,043,400
28,922,500
21,941,300
21,941,700
23,013,900
36,972,800
23,003,900
24,013,300
23,911,600
23,933,200
23,936,100
15,958,900
24,886,500
25,042,900
37,924,900
22,938,700
25,002,600
19,075,800
16,115,100
27,925,200
26,954,900
32,913,500
38,960,300
30,916,600
21,940,300
21,941,400
20,943,600
33,988,300
20,944,400
32,047,100
18,988,100
20,943,000
16,940,800
25,024,200
22,938,500
17,067,200
18,166,600
19,923,100
21,130,000
22,938,900
18,967,000
12,983,400
29,078,500
16,955,300
18,949,600
37,218,100
19,946,500
14,959,700
