14,960,300
12,967,300
28,040,400
27,035,000
14,959,500
12,962,600
27,925,000
9,973,800
28,984,000
16,953,500
24,929,500
29,920,100
26,927,000
12,965,900
28,069,200
27,925,400
24,986,100
12,961,800
27,924,800
14,996,300
28,037,600
25,990,700
24,947,300
25,873,400
27,943,300
15,958,000
23,933,200
24,932,000
26,927,800
27,925,100
16,953,300
23,935,800
25,929,400
27,925,200
29,039,600
9,912,700
12,961,900
26,930,100
28,922,500
16,951,500
25,128,200
25,942,800
29,003,600
16,951,400
24,015,200
25,930,900
15,070,900
15,953,900
22,940,700
25,964,500
26,928,400
15,953,700
16,951,100
11,968,200
26,928,000
14,956,900
29,070,500
9,968,600
25,931,400
26,928,000
16,050,200
17,948,800
24,936,400
26,927,300
29,003,300
29,892,300
11,968,800
26,041,000
15,956,900
23,932,600
25,028,400
26,842,600
16,941,600
24,918,000
26,899,600
15,955,600
29,918,100
17,952,200
24,934,500
26,927,500
28,978,900
9,969,700
25,970,500
27,925,000
29,921,100
23,938,100
25,189,500
27,951,900
28,922,500
23,080,200
25,922,600
14,028,800
15,957,400
29,004,700
24,968,500
24,930,100
13,043,800
26,910,600
13,962,400
27,925,400
14,960,000
27,039,300
16,953,200
26,928,000
24,004,000
26,149,300
