38,011,300
12,964,600
21,063,700
15,956,800
27,963,000
36,059,000
35,034,900
18,948,100
14,960,300
14,963,500
21,898,900
14,960,000
11,966,500
15,957,600
13,152,200
14,960,700
30,055,400
27,925,200
32,023,700
50,904,500
41,885,200
36,092,200
12,965,500
14,956,300
35,036,200
14,085,900
26,927,600
36,900,400
23,936,500
9,971,900
16,952,200
37,895,000
41,046,700
42,885,500
41,014,800
43,911,700
39,975,600
8,974,300
36,941,600
13,962,100
37,059,300
37,055,000
36,913,700
40,029,700
38,189,000
34,001,700
13,081,600
34,176,200
15,077,600
11,964,500
13,978,200
39,206,900
12,964,400
34,958,000
11,965,400
9,917,800
14,960,000
34,991,100
11,958,500
34,002,400
13,964,200
16,951,200
12,961,600
15,957,600
13,935,500
35,903,500
36,129,800
44,984,400
45,012,800
14,992,700
28,923,300
34,906,700
16,949,900
19,133,600
29,916,300
39,893,800
43,879,900
13,962,500
40,865,800
15,000,700
40,917,900
35,972,800
21,940,200
10,967,300
39,018,100
30,885,400
9,969,300
26,988,200
32,067,000
11,967,300
36,896,600
32,995,600
10,977,200
41,067,600
37,032,700
23,934,700
109,803,800
36,898,900
9,113,600
35,841,000
36,038,600
35,142,300
15,043,500
40,004,600
43,925,400
33,006,000
35,900,500
14,996,200
31,149,100
14,959,600
35,985,400
12,964,900
