35,906,800
47,871,900
38,934,900
41,052,900
41,888,200
43,913,600
52,176,900
37,912,100
41,086,100
48,986,200
47,831,700
46,877,300
57,976,200
52,867,800
36,901,900
34,262,400
39,113,800
44,876,400
43,003,100
53,105,600
51,030,100
42,982,000
46,886,200
56,948,500
57,920,800
45,109,800
36,162,600
42,120,000
34,066,700
47,010,600
36,065,500
44,937,300
50,058,500
31,959,600
43,134,600
44,197,800
49,007,300
43,870,000
53,969,700
41,955,700
44,000,300
47,110,300
44,989,700
39,100,200
47,887,200
44,879,600
35,207,500
45,966,500
39,893,200
47,939,500
35,899,300
42,885,200
35,990,700
28,922,000
37,895,000
40,999,300
43,961,800
42,084,200
35,871,600
37,900,700
44,002,300
37,970,200
34,055,500
36,940,400
35,904,400
35,949,800
38,934,500
43,108,500
35,054,000
48,061,700
42,060,200
42,996,300
43,948,500
44,947,400
52,146,800
29,892,500
45,874,200
37,894,600
41,888,100
41,114,800
42,884,500
45,876,100
60,988,900
41,344,500
43,885,900
35,058,600
49,172,100
40,149,000
39,892,700
38,896,000
37,897,400
40,979,900
57,987,300
40,078,600
54,977,800
53,856,500
53,301,000
52,057,700
52,968,200
48,928,900
48,869,800
46,995,500
50,864,000
48,832,300
56,879,100
44,994,900
50,290,600
44,894,700
50,917,400
44,110,200
49,946,800
49,866,500
48,147,200
48,885,300
37,119,400
34,950,100
