14,964,500
14,960,200
14,960,000
13,962,700
15,017,000
14,035,400
13,962,700
13,962,800
16,953,500
17,949,400
16,954,700
16,932,500
16,954,800
15,956,200
15,990,700
15,957,400
14,963,500
15,954,100
15,957,200
15,009,600
14,956,600
14,959,100
15,009,600
13,962,500
14,959,700
13,965,000
12,965,500
17,977,900
16,949,300
16,930,200
17,022,500
17,134,400
14,959,400
15,971,600
15,957,700
16,020,900
14,959,800
15,984,000
14,962,200
11,967,200
19,082,500
18,912,500
18,005,800
17,911,900
17,030,300
16,965,700
17,951,500
17,091,600
16,985,600
16,922,600
15,960,600
16,954,800
14,960,100
15,953,900
15,957,200
14,901,600
15,956,400
11,967,800
19,002,400
17,964,500
19,035,200
19,016,300
17,952,400
17,950,600
17,001,700
17,951,700
17,087,800
16,954,000
16,954,100
13,961,800
13,135,300
12,965,100
12,967,700
12,965,400
19,056,400
11,983,700
19,081,100
17,988,900
19,051,100
17,968,400
17,985,700
19,067,100
17,950,700
17,965,300
17,058,400
17,166,700
14,960,100
13,962,700
13,945,300
12,964,900
12,947,200
12,963,900
19,946,300
12,962,600
11,968,000
19,116,200
18,949,300
19,090,100
14,960,100
15,040,100
14,902,900
15,072,900
18,949,400
18,958,300
17,998,800
18,134,100
17,173,500
17,033,500
17,935,300
17,049,800
17,062,900
15,957,100
17,012,600
16,083,300
15,958,200
12,969,100
12,964,500
11,964,500
12,036,200
18,965,400
10,970,700
11,967,100
17,951,000
18,008,700
17,923,200
17,988,600
17,956,200
14,958,200
13,948,300
14,959,500
14,960,100
17,110,100
17,952,000
16,955,200
17,986,100
16,944,500
16,954,500
17,055,400
16,973,500
16,094,200
15,938,200
14,994,300
14,955,800
