17,951,600
17,988,500
18,043,100
17,939,100
17,968,400
16,952,900
16,953,800
16,903,600
16,954,600
15,956,900
15,966,100
15,009,500
28,942,300
13,962,600
19,993,400
20,042,900
18,098,200
19,033,900
30,917,600
17,946,500
18,100,100
17,054,600
17,100,500
17,060,200
23,912,000
15,958,100
16,958,200
12,965,000
12,093,000
19,111,800
13,010,100
11,967,500
19,292,900
12,084,200
19,149,500
18,949,700
18,983,500
18,053,600
17,894,800
17,959,300
17,952,700
16,949,100
16,953,600
16,954,600
16,960,000
12,966,000
12,965,500
12,125,200
12,965,800
19,946,500
18,977,600
18,949,200
19,003,300
19,157,400
17,952,500
17,951,900
18,071,900
20,115,200
14,959,000
14,992,600
15,033,400
13,962,300
13,961,800
13,992,800
12,965,800
13,963,200
12,066,100
19,992,700
12,964,700
11,920,100
18,901,900
19,019,700
19,107,500
17,950,600
17,984,100
18,053,500
17,951,400
18,110,100
17,104,900
16,953,100
17,098,100
16,952,200
16,929,800
22,977,600
15,957,400
15,956,900
14,995,000
15,957,300
11,968,500
19,126,800
19,890,600
18,994,900
18,949,400
17,944,700
17,970,500
22,937,600
16,921,200
17,919,000
17,951,900
16,968,700
17,029,700
28,939,000
16,953,500
15,957,500
19,985,500
11,941,400
20,001,100
11,968,300
18,228,600
18,969,700
18,949,800
17,895,900
18,154,400
14,959,900
21,159,500
14,976,500
18,959,900
17,952,100
16,954,300
17,950,800
17,108,000
17,952,200
17,951,200
16,911,500
16,951,600
16,960,900
15,963,100
16,102,300
15,956,100
15,929,000
16,063,900
14,955,800
14,960,100
14,055,800
14,950,800
