30,917,800
27,971,100
31,914,900
33,908,600
27,964,700
27,962,600
26,078,800
24,930,400
34,022,500
33,050,600
34,070,000
32,937,300
28,018,500
32,970,400
32,908,200
32,908,500
31,908,000
31,114,500
32,012,500
31,019,400
31,910,900
31,917,300
32,912,000
29,001,900
31,947,100
29,918,800
49,866,900
30,080,500
28,919,000
29,916,500
28,957,200
29,110,500
27,946,300
24,979,000
35,904,800
27,965,500
28,927,200
26,898,900
26,927,600
27,027,100
34,907,000
34,187,700
33,111,300
28,887,200
31,935,200
32,910,100
31,035,100
30,917,500
31,028,700
32,049,600
32,086,900
29,920,900
30,917,300
31,022,200
29,962,400
28,934,500
28,945,300
29,096,600
35,068,300
29,064,000
29,001,100
34,898,600
28,046,300
35,026,000
27,967,500
27,925,500
35,031,500
34,099,500
28,086,600
33,974,400
34,907,200
33,909,300
33,133,300
33,953,900
33,910,900
33,315,400
35,986,500
32,908,700
32,894,500
31,950,600
30,917,400
30,848,000
30,931,200
30,933,300
30,912,700
30,207,200
30,054,000
28,987,800
28,924,300
30,022,400
28,964,800
28,918,200
29,265,700
28,913,100
35,990,400
28,069,200
28,081,600
28,040,100
27,925,000
26,987,900
33,919,400
26,927,800
25,925,500
33,020,900
31,914,600
33,875,400
32,911,600
33,953,100
34,022,600
30,924,000
31,048,300
31,913,500
31,109,100
31,008,600
30,917,900
30,913,600
30,025,700
30,917,300
30,026,600
31,017,300
30,918,200
28,920,000
28,996,600
28,922,600
29,112,700
26,126,100
28,917,900
28,924,100
27,921,300
27,924,900
27,925,700
