14,038,100
18,940,500
12,965,700
25,050,300
25,930,300
27,014,300
32,912,000
32,938,500
17,950,200
17,947,700
16,935,000
29,971,700
16,956,300
17,912,400
38,911,600
23,936,000
20,060,100
20,941,200
33,835,300
20,944,100
19,946,000
18,948,900
19,008,000
18,976,400
18,974,700
30,917,300
18,949,300
18,932,800
17,918,000
29,960,100
16,949,900
22,954,800
16,954,300
16,953,700
16,952,300
30,930,400
27,934,800
27,925,000
14,968,900
15,956,800
15,045,100
27,981,500
21,941,400
26,927,300
25,950,400
20,982,400
21,942,100
20,006,600
20,943,300
20,086,800
19,969,000
19,946,100
18,964,400
19,883,700
18,946,900
18,944,600
17,952,100
18,950,400
17,948,100
23,954,200
17,945,000
17,951,100
17,951,400
13,962,700
16,954,800
22,938,100
16,954,800
16,001,800
12,964,900
14,967,400
15,956,600
12,965,100
12,965,200
13,963,500
20,943,400
20,944,900
11,968,700
20,964,400
25,144,800
21,002,900
20,080,400
19,946,700
19,945,900
21,060,800
18,990,100
22,031,700
30,918,000
30,915,900
18,945,600
32,025,600
17,943,500
17,968,000
22,937,700
17,042,100
17,946,600
16,956,400
16,953,700
16,973,000
15,977,600
27,923,700
15,956,300
27,094,600
26,948,500
22,029,700
25,929,600
25,980,400
25,930,800
25,927,000
12,965,300
21,116,600
19,905,200
21,008,600
20,944,300
19,954,600
20,124,100
18,949,200
31,914,000
31,060,400
18,946,000
17,895,700
17,933,600
17,947,400
17,953,300
16,953,900
16,954,800
16,973,100
14,960,100
16,946,300
16,932,700
28,027,500
16,952,800
27,924,900
15,956,800
26,924,200
14,959,800
12,966,000
12,965,700
12,965,300
11,968,300
22,033,100
20,943,600
20,944,200
20,945,600
25,001,000
18,949,000
22,021,300
18,982,200
19,946,800
17,951,400
18,948,500
17,953,800
18,966,500
18,017,700
18,945,500
16,980,300
17,890,000
30,921,800
22,963,500
17,107,700
15,986,700
17,004,900
28,954,200
15,957,400
26,928,500
12,964,200
12,966,100
12,964,800
12,046,800
25,937,900
18,948,200
18,933,100
18,952,000
17,950,800
16,967,100
16,951,400
17,948,300
16,957,100
13,963,300
15,956,500
29,920,000
15,957,600
15,957,600
15,957,400
21,959,400
27,001,500
26,974,100
26,979,000
12,965,000
11,968,100
25,927,400
19,959,500
24,996,700
20,955,100
19,918,200
19,947,600
23,097,700
19,947,400
18,886,900
19,013,700
17,950,900
18,138,800
18,949,200
31,000,600
18,009,700
17,975,100
16,992,200
16,955,500
16,954,100
16,953,700
15,956,500
16,072,100
15,956,400
27,925,700
15,957,600
15,957,300
14,959,900
15,958,000
21,036,100
26,929,900
21,083,200
19,944,400
27,005,500
