15,961,400
16,954,800
16,103,500
15,973,700
14,959,700
15,069,600
15,997,600
16,135,300
15,041,800
14,878,800
13,961,700
14,961,800
13,961,600
14,006,600
13,962,200
12,963,900
12,964,500
11,968,100
19,025,800
19,043,700
16,065,800
18,886,100
17,948,400
18,102,200
18,949,500
17,949,200
18,030,500
17,964,900
16,964,700
16,957,700
16,948,600
16,952,900
16,036,000
17,013,500
15,962,000
15,877,100
15,954,200
18,945,500
15,141,400
13,959,400
15,067,900
13,939,600
14,074,400
14,956,100
14,020,200
13,961,200
12,971,900
12,972,600
13,189,200
13,963,400
11,963,700
12,964,800
18,917,400
17,951,600
18,948,800
18,080,000
17,081,100
14,959,100
17,948,600
16,951,000
15,957,500
17,054,900
17,099,000
16,907,200
15,957,100
14,973,800
15,956,800
17,947,800
15,953,100
14,989,800
13,966,400
14,881,500
14,114,100
20,006,100
13,953,300
13,963,000
12,965,400
13,101,700
11,966,800
19,933,200
18,960,000
20,047,700
19,943,300
18,950,400
18,949,900
14,084,400
17,948,500
18,146,100
17,948,800
15,887,400
17,100,400
15,054,000
15,006,600
13,962,500
13,048,500
12,968,700
12,939,400
12,966,000
13,053,400
13,011,000
18,960,100
11,964,000
12,082,000
17,982,900
18,962,200
17,952,700
17,004,500
17,948,400
17,948,300
16,972,500
13,962,500
16,950,700
16,092,200
15,957,400
15,953,700
15,957,500
15,959,300
15,953,800
14,918,500
14,959,200
