348,313,600
22,935,900
21,941,300
21,976,000
21,941,700
20,998,700
19,976,800
20,944,700
19,946,400
19,947,100
19,995,100
19,983,900
18,949,500
19,133,500
17,970,700
18,945,600
18,945,900
17,930,300
17,986,700
17,961,900
16,995,400
17,948,700
16,983,000
16,954,100
16,093,800
15,957,400
15,957,800
22,968,700
22,942,400
22,111,000
14,959,800
21,919,600
21,940,600
21,941,600
21,031,400
20,944,300
20,945,000
20,940,100
21,040,200
21,056,200
19,942,400
20,944,300
19,969,700
19,897,700
18,962,400
18,947,300
19,063,200
18,949,700
18,044,200
18,187,300
17,903,500
17,948,700
17,886,900
16,966,200
17,036,400
16,991,000
15,968,800
15,961,100
23,083,700
15,953,800
22,062,200
21,940,800
21,942,300
21,941,200
21,940,400
21,938,000
22,028,800
20,919,700
21,938,900
20,943,900
20,943,100
19,946,600
19,949,300
20,122,900
18,960,500
18,949,200
19,055,600
17,950,500
18,982,500
17,951,900
17,976,600
17,061,200
18,173,600
16,988,100
16,989,100
17,903,300
17,001,200
15,973,200
22,937,500
22,936,300
14,993,400
22,938,500
21,976,200
21,925,900
20,949,000
22,105,700
20,993,200
20,943,900
20,943,000
20,943,900
21,096,900
21,038,400
19,944,100
20,103,200
19,946,700
18,981,600
19,946,600
19,103,000
17,952,500
17,950,600
17,951,600
17,951,200
18,092,400
16,995,800
17,951,600
17,952,200
16,950,700
23,126,200
16,954,700
16,980,900
23,936,100
15,921,700
15,957,000
22,002,800
21,940,900
21,951,200
22,014,000
21,938,200
21,030,100
21,030,700
21,077,300
20,944,000
20,943,900
19,956,400
19,947,100
19,945,300
20,154,600
18,949,600
18,949,300
18,949,800
22,938,600
21,940,600
22,935,400
19,945,600
18,948,900
19,048,800
17,951,800
19,064,200
18,950,400
17,983,200
17,952,600
17,948,100
17,012,800
17,006,500
16,953,600
16,954,600
15,957,300
15,953,600
22,987,100
23,075,900
21,936,700
21,944,800
21,948,200
23,022,700
21,937,900
20,971,400
20,940,700
21,060,200
20,943,300
19,960,700
20,166,700
19,936,100
19,946,700
19,871,100
19,946,600
19,942,600
20,070,100
18,949,100
18,053,900
18,974,600
18,949,200
17,948,400
24,922,600
17,876,200
17,087,300
23,932,700
16,155,300
16,951,300
15,956,500
16,970,500
15,974,600
22,979,800
22,917,000
21,994,700
22,139,600
18,949,200
18,950,100
18,945,500
19,177,700
18,076,500
18,112,800
17,956,300
16,924,100
17,966,400
21,940,600
20,945,600
20,980,200
19,950,100
20,960,000
19,945,900
19,942,700
19,959,400
19,037,300
18,949,600
18,099,700
17,955,200
17,953,800
18,945,700
18,948,300
17,951,800
17,952,500
23,936,100
23,932,300
16,955,200
16,951,200
17,076,600
16,967,800
23,124,500
22,938,200
15,982,100
23,061,900
22,076,200
22,122,900
20,940,400
20,944,000
21,185,000
20,944,100
21,942,100
20,161,200
20,945,700
20,079,000
19,942,600
19,950,600
18,945,800
18,970,300
18,949,100
18,945,900
18,945,600
17,953,700
18,027,400
17,874,500
17,951,400
24,024,100
17,066,200
17,954,000
15,953,100
15,957,000
16,961,600
22,892,000
22,938,200
22,942,800
14,960,200
22,908,100
15,094,000
22,935,800
20,942,400
13,997,500
20,945,700
20,943,700
21,049,000
20,944,500
20,089,000
19,946,500
19,942,800
18,965,400
19,051,400
18,998,000
18,949,200
18,949,600
18,949,200
17,953,200
17,952,300
16,995,500
17,107,500
17,929,000
16,950,600
16,109,400
15,957,200
15,979,700
19,945,200
20,071,600
19,946,900
18,949,000
19,102,300
18,964,000
18,943,000
25,940,600
18,942,600
18,079,400
25,052,100
17,958,800
17,986,800
18,064,500
16,950,900
18,062,300
16,094,200
15,990,100
15,953,700
15,945,200
23,071,200
15,074,700
22,028,100
21,940,200
21,940,500
22,065,600
21,941,200
21,847,000
20,990,800
20,979,500
20,945,000
20,950,300
20,030,300
20,943,900
18,989,300
19,942,800
19,993,900
18,949,100
18,247,700
18,993,100
18,945,800
18,052,500
17,951,900
17,967,700
17,948,500
24,163,900
16,954,700
24,062,800
17,056,800
22,943,700
15,958,300
15,903,300
23,145,500
22,937,300
21,941,600
13,962,900
21,945,600
22,126,000
14,113,700
22,007,800
20,944,100
21,148,600
20,077,000
20,075,000
20,053,500
19,946,600
20,047,300
18,975,000
19,030,100
19,162,100
18,950,500
18,992,000
17,952,200
18,093,300
17,058,300
17,952,800
17,069,100
16,954,200
17,100,900
16,954,400
15,934,300
23,084,100
16,955,800
22,938,400
20,058,500
23,002,900
21,981,000
21,954,000
22,212,300
20,947,800
20,945,100
21,942,500
20,961,700
19,982,100
21,073,900
19,961,800
19,984,900
